electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
1,EV_B07_C002_Moto_Lineal_Electrica,4.0,78.54949242764854,-1.0,31.12724243909915
1,EV_B07_C002_Moto_Lineal_Electrica,3.0,78.54949242764854,-1.0,31.12724243909915
1,EV_B07_C002_Moto_Lineal_Electrica,2.0,78.54949242764854,-1.0,31.12724243909915
1,EV_B07_C002_Moto_Lineal_Electrica,1.0,78.54949242764854,-1.0,31.12724243909915
1,EV_B07_C002_Moto_Lineal_Electrica,0.0,78.54949242764854,-1.0,31.12724243909915
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C002_Moto_Lineal_Electrica,-1.0,-0.1,8.0,21.90204432095073
1,EV_B07_C002_Moto_Lineal_Electrica,6.0,83.78226387709107,-1.0,21.90204432095073
1,EV_B07_C002_Moto_Lineal_Electrica,5.0,83.78226387709107,-1.0,21.90204432095073
1,EV_B07_C002_Moto_Lineal_Electrica,4.0,83.78226387709107,-1.0,21.90204432095073
1,EV_B07_C002_Moto_Lineal_Electrica,3.0,83.78226387709107,-1.0,21.90204432095073
1,EV_B07_C002_Moto_Lineal_Electrica,2.0,83.78226387709107,-1.0,21.90204432095073
1,EV_B07_C002_Moto_Lineal_Electrica,1.0,83.78226387709107,-1.0,21.90204432095073
1,EV_B07_C002_Moto_Lineal_Electrica,0.0,83.78226387709107,-1.0,21.90204432095073
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C002_Moto_Lineal_Electrica,-1.0,-0.1,7.0,19.358481761388692
1,EV_B07_C002_Moto_Lineal_Electrica,7.0,77.40755495808108,-1.0,19.358481761388692
1,EV_B07_C002_Moto_Lineal_Electrica,6.0,77.40755495808108,-1.0,19.358481761388692
1,EV_B07_C002_Moto_Lineal_Electrica,5.0,77.40755495808108,-1.0,19.358481761388692
1,EV_B07_C002_Moto_Lineal_Electrica,4.0,77.40755495808108,-1.0,19.358481761388692
1,EV_B07_C002_Moto_Lineal_Electrica,3.0,77.40755495808108,-1.0,19.358481761388692
1,EV_B07_C002_Moto_Lineal_Electrica,2.0,77.40755495808108,-1.0,19.358481761388692
1,EV_B07_C002_Moto_Lineal_Electrica,1.0,77.40755495808108,-1.0,19.358481761388692
1,EV_B07_C002_Moto_Lineal_Electrica,0.0,77.40755495808108,-1.0,19.358481761388692
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C002_Moto_Lineal_Electrica,-1.0,-0.1,8.0,21.414500884923047
1,EV_B07_C002_Moto_Lineal_Electrica,6.0,79.25593500727481,-1.0,21.414500884923047
1,EV_B07_C002_Moto_Lineal_Electrica,5.0,79.25593500727481,-1.0,21.414500884923047
1,EV_B07_C002_Moto_Lineal_Electrica,4.0,79.25593500727481,-1.0,21.414500884923047
1,EV_B07_C002_Moto_Lineal_Electrica,3.0,79.25593500727481,-1.0,21.414500884923047
1,EV_B07_C002_Moto_Lineal_Electrica,2.0,79.25593500727481,-1.0,21.414500884923047
1,EV_B07_C002_Moto_Lineal_Electrica,1.0,79.25593500727481,-1.0,21.414500884923047
1,EV_B07_C002_Moto_Lineal_Electrica,0.0,79.25593500727481,-1.0,21.414500884923047
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C002_Moto_Lineal_Electrica,-1.0,-0.1,9.0,38.750999855649425
1,EV_B07_C002_Moto_Lineal_Electrica,5.0,90.05577546953425,-1.0,38.750999855649425
1,EV_B07_C002_Moto_Lineal_Electrica,4.0,90.05577546953425,-1.0,38.750999855649425
1,EV_B07_C002_Moto_Lineal_Electrica,3.0,90.05577546953425,-1.0,38.750999855649425
1,EV_B07_C002_Moto_Lineal_Electrica,2.0,90.05577546953425,-1.0,38.750999855649425
1,EV_B07_C002_Moto_Lineal_Electrica,1.0,90.05577546953425,-1.0,38.750999855649425
1,EV_B07_C002_Moto_Lineal_Electrica,0.0,90.05577546953425,-1.0,38.750999855649425
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C002_Moto_Lineal_Electrica,-1.0,-0.1,7.0,23.21650551139205
1,EV_B07_C002_Moto_Lineal_Electrica,7.0,88.35189881518919,-1.0,23.21650551139205
1,EV_B07_C002_Moto_Lineal_Electrica,6.0,88.35189881518919,-1.0,23.21650551139205
1,EV_B07_C002_Moto_Lineal_Electrica,5.0,88.35189881518919,-1.0,23.21650551139205
1,EV_B07_C002_Moto_Lineal_Electrica,4.0,88.35189881518919,-1.0,23.21650551139205
1,EV_B07_C002_Moto_Lineal_Electrica,3.0,88.35189881518919,-1.0,23.21650551139205
1,EV_B07_C002_Moto_Lineal_Electrica,2.0,88.35189881518919,-1.0,23.21650551139205
1,EV_B07_C002_Moto_Lineal_Electrica,1.0,88.35189881518919,-1.0,23.21650551139205
1,EV_B07_C002_Moto_Lineal_Electrica,0.0,88.35189881518919,-1.0,23.21650551139205
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C002_Moto_Lineal_Electrica,-1.0,-0.1,9.0,20.55257409764928
1,EV_B07_C002_Moto_Lineal_Electrica,5.0,81.81142078511773,-1.0,20.55257409764928
1,EV_B07_C002_Moto_Lineal_Electrica,4.0,81.81142078511773,-1.0,20.55257409764928
1,EV_B07_C002_Moto_Lineal_Electrica,3.0,81.81142078511773,-1.0,20.55257409764928
1,EV_B07_C002_Moto_Lineal_Electrica,2.0,81.81142078511773,-1.0,20.55257409764928
1,EV_B07_C002_Moto_Lineal_Electrica,1.0,81.81142078511773,-1.0,20.55257409764928
1,EV_B07_C002_Moto_Lineal_Electrica,0.0,81.81142078511773,-1.0,20.55257409764928
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C002_Moto_Lineal_Electrica,-1.0,-0.1,7.0,40.732161930746315
1,EV_B07_C002_Moto_Lineal_Electrica,7.0,73.27539408934207,-1.0,40.732161930746315
1,EV_B07_C002_Moto_Lineal_Electrica,6.0,73.27539408934207,-1.0,40.732161930746315
1,EV_B07_C002_Moto_Lineal_Electrica,5.0,73.27539408934207,-1.0,40.732161930746315
1,EV_B07_C002_Moto_Lineal_Electrica,4.0,73.27539408934207,-1.0,40.732161930746315
1,EV_B07_C002_Moto_Lineal_Electrica,3.0,73.27539408934207,-1.0,40.732161930746315
1,EV_B07_C002_Moto_Lineal_Electrica,2.0,73.27539408934207,-1.0,40.732161930746315
1,EV_B07_C002_Moto_Lineal_Electrica,1.0,73.27539408934207,-1.0,40.732161930746315
1,EV_B07_C002_Moto_Lineal_Electrica,0.0,73.27539408934207,-1.0,40.732161930746315
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C002_Moto_Lineal_Electrica,-1.0,-0.1,10.0,10.353667891143711
1,EV_B07_C002_Moto_Lineal_Electrica,4.0,78.0225103131052,-1.0,10.353667891143711
1,EV_B07_C002_Moto_Lineal_Electrica,3.0,78.0225103131052,-1.0,10.353667891143711
1,EV_B07_C002_Moto_Lineal_Electrica,2.0,78.0225103131052,-1.0,10.353667891143711
1,EV_B07_C002_Moto_Lineal_Electrica,1.0,78.0225103131052,-1.0,10.353667891143711
1,EV_B07_C002_Moto_Lineal_Electrica,0.0,78.0225103131052,-1.0,10.353667891143711
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C002_Moto_Lineal_Electrica,-1.0,-0.1,7.0,14.56997025489762
1,EV_B07_C002_Moto_Lineal_Electrica,7.0,80.69963262587096,-1.0,14.56997025489762
1,EV_B07_C002_Moto_Lineal_Electrica,6.0,80.69963262587096,-1.0,14.56997025489762
1,EV_B07_C002_Moto_Lineal_Electrica,5.0,80.69963262587096,-1.0,14.56997025489762
1,EV_B07_C002_Moto_Lineal_Electrica,4.0,80.69963262587096,-1.0,14.56997025489762
1,EV_B07_C002_Moto_Lineal_Electrica,3.0,80.69963262587096,-1.0,14.56997025489762
1,EV_B07_C002_Moto_Lineal_Electrica,2.0,80.69963262587096,-1.0,14.56997025489762
1,EV_B07_C002_Moto_Lineal_Electrica,1.0,80.69963262587096,-1.0,14.56997025489762
1,EV_B07_C002_Moto_Lineal_Electrica,0.0,80.69963262587096,-1.0,14.56997025489762
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
