day_type,hour,wm_start_time_step,wm_end_time_step,load_profile
3,2,72,93,"[38.000000, 33.250000, 23.750000]"
3,3,72,93,"[38.000000, 33.250000, 23.750000]"
3,4,72,93,"[38.000000, 33.250000, 23.750000]"
3,5,72,93,"[38.000000, 33.250000, 23.750000]"
3,6,72,93,"[38.000000, 33.250000, 23.750000]"
3,7,72,93,"[38.000000, 33.250000, 23.750000]"
3,8,72,93,"[38.000000, 33.250000, 23.750000]"
3,9,72,93,"[38.000000, 33.250000, 23.750000]"
3,10,72,93,"[38.000000, 33.250000, 23.750000]"
3,11,72,93,"[38.000000, 33.250000, 23.750000]"
3,12,72,93,"[38.000000, 33.250000, 23.750000]"
3,13,72,93,"[38.000000, 33.250000, 23.750000]"
3,14,72,93,"[38.000000, 33.250000, 23.750000]"
3,15,72,93,"[38.000000, 33.250000, 23.750000]"
3,16,72,93,"[38.000000, 33.250000, 23.750000]"
3,17,72,93,"[38.000000, 33.250000, 23.750000]"
3,18,72,93,"[38.000000, 33.250000, 23.750000]"
3,19,72,93,"[38.000000, 33.250000, 23.750000]"
3,20,72,93,"[38.000000, 33.250000, 23.750000]"
3,21,72,93,"[38.000000, 33.250000, 23.750000]"
3,22,72,93,"[38.000000, 33.250000, 23.750000]"
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,96,117,"[38.000000, 33.250000, 23.750000]"
4,2,96,117,"[38.000000, 33.250000, 23.750000]"
4,3,96,117,"[38.000000, 33.250000, 23.750000]"
4,4,96,117,"[38.000000, 33.250000, 23.750000]"
4,5,96,117,"[38.000000, 33.250000, 23.750000]"
4,6,96,117,"[38.000000, 33.250000, 23.750000]"
4,7,96,117,"[38.000000, 33.250000, 23.750000]"
4,8,96,117,"[38.000000, 33.250000, 23.750000]"
4,9,96,117,"[38.000000, 33.250000, 23.750000]"
4,10,96,117,"[38.000000, 33.250000, 23.750000]"
4,11,96,117,"[38.000000, 33.250000, 23.750000]"
4,12,96,117,"[38.000000, 33.250000, 23.750000]"
4,13,96,117,"[38.000000, 33.250000, 23.750000]"
4,14,96,117,"[38.000000, 33.250000, 23.750000]"
4,15,96,117,"[38.000000, 33.250000, 23.750000]"
4,16,96,117,"[38.000000, 33.250000, 23.750000]"
4,17,96,117,"[38.000000, 33.250000, 23.750000]"
4,18,96,117,"[38.000000, 33.250000, 23.750000]"
4,19,96,117,"[38.000000, 33.250000, 23.750000]"
4,20,96,117,"[38.000000, 33.250000, 23.750000]"
4,21,96,117,"[38.000000, 33.250000, 23.750000]"
4,22,96,117,"[38.000000, 33.250000, 23.750000]"
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,120,141,"[38.000000, 33.250000, 23.750000]"
5,2,120,141,"[38.000000, 33.250000, 23.750000]"
5,3,120,141,"[38.000000, 33.250000, 23.750000]"
5,4,120,141,"[38.000000, 33.250000, 23.750000]"
5,5,120,141,"[38.000000, 33.250000, 23.750000]"
5,6,120,141,"[38.000000, 33.250000, 23.750000]"
5,7,120,141,"[38.000000, 33.250000, 23.750000]"
5,8,120,141,"[38.000000, 33.250000, 23.750000]"
5,9,120,141,"[38.000000, 33.250000, 23.750000]"
5,10,120,141,"[38.000000, 33.250000, 23.750000]"
5,11,120,141,"[38.000000, 33.250000, 23.750000]"
5,12,120,141,"[38.000000, 33.250000, 23.750000]"
5,13,120,141,"[38.000000, 33.250000, 23.750000]"
5,14,120,141,"[38.000000, 33.250000, 23.750000]"
5,15,120,141,"[38.000000, 33.250000, 23.750000]"
5,16,120,141,"[38.000000, 33.250000, 23.750000]"
5,17,120,141,"[38.000000, 33.250000, 23.750000]"
5,18,120,141,"[38.000000, 33.250000, 23.750000]"
5,19,120,141,"[38.000000, 33.250000, 23.750000]"
5,20,120,141,"[38.000000, 33.250000, 23.750000]"
5,21,120,141,"[38.000000, 33.250000, 23.750000]"
5,22,120,141,"[38.000000, 33.250000, 23.750000]"
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,144,165,"[38.000000, 33.250000, 23.750000]"
6,2,144,165,"[38.000000, 33.250000, 23.750000]"
6,3,144,165,"[38.000000, 33.250000, 23.750000]"
6,4,144,165,"[38.000000, 33.250000, 23.750000]"
6,5,144,165,"[38.000000, 33.250000, 23.750000]"
6,6,144,165,"[38.000000, 33.250000, 23.750000]"
6,7,144,165,"[38.000000, 33.250000, 23.750000]"
6,8,144,165,"[38.000000, 33.250000, 23.750000]"
6,9,144,165,"[38.000000, 33.250000, 23.750000]"
6,10,144,165,"[38.000000, 33.250000, 23.750000]"
6,11,144,165,"[38.000000, 33.250000, 23.750000]"
6,12,144,165,"[38.000000, 33.250000, 23.750000]"
6,13,144,165,"[38.000000, 33.250000, 23.750000]"
6,14,144,165,"[38.000000, 33.250000, 23.750000]"
6,15,144,165,"[38.000000, 33.250000, 23.750000]"
6,16,144,165,"[38.000000, 33.250000, 23.750000]"
6,17,144,165,"[38.000000, 33.250000, 23.750000]"
6,18,144,165,"[38.000000, 33.250000, 23.750000]"
6,19,144,165,"[38.000000, 33.250000, 23.750000]"
6,20,144,165,"[38.000000, 33.250000, 23.750000]"
6,21,144,165,"[38.000000, 33.250000, 23.750000]"
6,22,144,165,"[38.000000, 33.250000, 23.750000]"
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,168,189,"[38.000000, 33.250000, 23.750000]"
7,2,168,189,"[38.000000, 33.250000, 23.750000]"
7,3,168,189,"[38.000000, 33.250000, 23.750000]"
7,4,168,189,"[38.000000, 33.250000, 23.750000]"
7,5,168,189,"[38.000000, 33.250000, 23.750000]"
7,6,168,189,"[38.000000, 33.250000, 23.750000]"
7,7,168,189,"[38.000000, 33.250000, 23.750000]"
7,8,168,189,"[38.000000, 33.250000, 23.750000]"
7,9,168,189,"[38.000000, 33.250000, 23.750000]"
7,10,168,189,"[38.000000, 33.250000, 23.750000]"
7,11,168,189,"[38.000000, 33.250000, 23.750000]"
7,12,168,189,"[38.000000, 33.250000, 23.750000]"
7,13,168,189,"[38.000000, 33.250000, 23.750000]"
7,14,168,189,"[38.000000, 33.250000, 23.750000]"
7,15,168,189,"[38.000000, 33.250000, 23.750000]"
7,16,168,189,"[38.000000, 33.250000, 23.750000]"
7,17,168,189,"[38.000000, 33.250000, 23.750000]"
7,18,168,189,"[38.000000, 33.250000, 23.750000]"
7,19,168,189,"[38.000000, 33.250000, 23.750000]"
7,20,168,189,"[38.000000, 33.250000, 23.750000]"
7,21,168,189,"[38.000000, 33.250000, 23.750000]"
7,22,168,189,"[38.000000, 33.250000, 23.750000]"
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,192,213,"[38.000000, 33.250000, 23.750000]"
1,2,192,213,"[38.000000, 33.250000, 23.750000]"
1,3,192,213,"[38.000000, 33.250000, 23.750000]"
1,4,192,213,"[38.000000, 33.250000, 23.750000]"
1,5,192,213,"[38.000000, 33.250000, 23.750000]"
1,6,192,213,"[38.000000, 33.250000, 23.750000]"
1,7,192,213,"[38.000000, 33.250000, 23.750000]"
1,8,192,213,"[38.000000, 33.250000, 23.750000]"
1,9,192,213,"[38.000000, 33.250000, 23.750000]"
1,10,192,213,"[38.000000, 33.250000, 23.750000]"
1,11,192,213,"[38.000000, 33.250000, 23.750000]"
1,12,192,213,"[38.000000, 33.250000, 23.750000]"
1,13,192,213,"[38.000000, 33.250000, 23.750000]"
1,14,192,213,"[38.000000, 33.250000, 23.750000]"
1,15,192,213,"[38.000000, 33.250000, 23.750000]"
1,16,192,213,"[38.000000, 33.250000, 23.750000]"
1,17,192,213,"[38.000000, 33.250000, 23.750000]"
1,18,192,213,"[38.000000, 33.250000, 23.750000]"
1,19,192,213,"[38.000000, 33.250000, 23.750000]"
1,20,192,213,"[38.000000, 33.250000, 23.750000]"
1,21,192,213,"[38.000000, 33.250000, 23.750000]"
1,22,192,213,"[38.000000, 33.250000, 23.750000]"
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,216,237,"[38.000000, 33.250000, 23.750000]"
2,2,216,237,"[38.000000, 33.250000, 23.750000]"
2,3,216,237,"[38.000000, 33.250000, 23.750000]"
2,4,216,237,"[38.000000, 33.250000, 23.750000]"
2,5,216,237,"[38.000000, 33.250000, 23.750000]"
2,6,216,237,"[38.000000, 33.250000, 23.750000]"
2,7,216,237,"[38.000000, 33.250000, 23.750000]"
2,8,216,237,"[38.000000, 33.250000, 23.750000]"
2,9,216,237,"[38.000000, 33.250000, 23.750000]"
2,10,216,237,"[38.000000, 33.250000, 23.750000]"
2,11,216,237,"[38.000000, 33.250000, 23.750000]"
2,12,216,237,"[38.000000, 33.250000, 23.750000]"
2,13,216,237,"[38.000000, 33.250000, 23.750000]"
2,14,216,237,"[38.000000, 33.250000, 23.750000]"
2,15,216,237,"[38.000000, 33.250000, 23.750000]"
2,16,216,237,"[38.000000, 33.250000, 23.750000]"
2,17,216,237,"[38.000000, 33.250000, 23.750000]"
2,18,216,237,"[38.000000, 33.250000, 23.750000]"
2,19,216,237,"[38.000000, 33.250000, 23.750000]"
2,20,216,237,"[38.000000, 33.250000, 23.750000]"
2,21,216,237,"[38.000000, 33.250000, 23.750000]"
2,22,216,237,"[38.000000, 33.250000, 23.750000]"
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,240,261,"[38.000000, 33.250000, 23.750000]"
3,2,240,261,"[38.000000, 33.250000, 23.750000]"
3,3,240,261,"[38.000000, 33.250000, 23.750000]"
3,4,240,261,"[38.000000, 33.250000, 23.750000]"
3,5,240,261,"[38.000000, 33.250000, 23.750000]"
3,6,240,261,"[38.000000, 33.250000, 23.750000]"
3,7,240,261,"[38.000000, 33.250000, 23.750000]"
3,8,240,261,"[38.000000, 33.250000, 23.750000]"
3,9,240,261,"[38.000000, 33.250000, 23.750000]"
3,10,240,261,"[38.000000, 33.250000, 23.750000]"
3,11,240,261,"[38.000000, 33.250000, 23.750000]"
3,12,240,261,"[38.000000, 33.250000, 23.750000]"
3,13,240,261,"[38.000000, 33.250000, 23.750000]"
3,14,240,261,"[38.000000, 33.250000, 23.750000]"
3,15,240,261,"[38.000000, 33.250000, 23.750000]"
3,16,240,261,"[38.000000, 33.250000, 23.750000]"
3,17,240,261,"[38.000000, 33.250000, 23.750000]"
3,18,240,261,"[38.000000, 33.250000, 23.750000]"
3,19,240,261,"[38.000000, 33.250000, 23.750000]"
3,20,240,261,"[38.000000, 33.250000, 23.750000]"
3,21,240,261,"[38.000000, 33.250000, 23.750000]"
3,22,240,261,"[38.000000, 33.250000, 23.750000]"
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,264,285,"[38.000000, 33.250000, 23.750000]"
4,2,264,285,"[38.000000, 33.250000, 23.750000]"
4,3,264,285,"[38.000000, 33.250000, 23.750000]"
4,4,264,285,"[38.000000, 33.250000, 23.750000]"
4,5,264,285,"[38.000000, 33.250000, 23.750000]"
4,6,264,285,"[38.000000, 33.250000, 23.750000]"
4,7,264,285,"[38.000000, 33.250000, 23.750000]"
4,8,264,285,"[38.000000, 33.250000, 23.750000]"
4,9,264,285,"[38.000000, 33.250000, 23.750000]"
4,10,264,285,"[38.000000, 33.250000, 23.750000]"
4,11,264,285,"[38.000000, 33.250000, 23.750000]"
4,12,264,285,"[38.000000, 33.250000, 23.750000]"
4,13,264,285,"[38.000000, 33.250000, 23.750000]"
4,14,264,285,"[38.000000, 33.250000, 23.750000]"
4,15,264,285,"[38.000000, 33.250000, 23.750000]"
4,16,264,285,"[38.000000, 33.250000, 23.750000]"
4,17,264,285,"[38.000000, 33.250000, 23.750000]"
4,18,264,285,"[38.000000, 33.250000, 23.750000]"
4,19,264,285,"[38.000000, 33.250000, 23.750000]"
4,20,264,285,"[38.000000, 33.250000, 23.750000]"
4,21,264,285,"[38.000000, 33.250000, 23.750000]"
4,22,264,285,"[38.000000, 33.250000, 23.750000]"
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,288,309,"[38.000000, 33.250000, 23.750000]"
5,2,288,309,"[38.000000, 33.250000, 23.750000]"
5,3,288,309,"[38.000000, 33.250000, 23.750000]"
5,4,288,309,"[38.000000, 33.250000, 23.750000]"
5,5,288,309,"[38.000000, 33.250000, 23.750000]"
5,6,288,309,"[38.000000, 33.250000, 23.750000]"
5,7,288,309,"[38.000000, 33.250000, 23.750000]"
5,8,288,309,"[38.000000, 33.250000, 23.750000]"
5,9,288,309,"[38.000000, 33.250000, 23.750000]"
5,10,288,309,"[38.000000, 33.250000, 23.750000]"
5,11,288,309,"[38.000000, 33.250000, 23.750000]"
5,12,288,309,"[38.000000, 33.250000, 23.750000]"
5,13,288,309,"[38.000000, 33.250000, 23.750000]"
5,14,288,309,"[38.000000, 33.250000, 23.750000]"
5,15,288,309,"[38.000000, 33.250000, 23.750000]"
5,16,288,309,"[38.000000, 33.250000, 23.750000]"
5,17,288,309,"[38.000000, 33.250000, 23.750000]"
5,18,288,309,"[38.000000, 33.250000, 23.750000]"
5,19,288,309,"[38.000000, 33.250000, 23.750000]"
5,20,288,309,"[38.000000, 33.250000, 23.750000]"
5,21,288,309,"[38.000000, 33.250000, 23.750000]"
5,22,288,309,"[38.000000, 33.250000, 23.750000]"
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,312,333,"[38.000000, 33.250000, 23.750000]"
6,2,312,333,"[38.000000, 33.250000, 23.750000]"
6,3,312,333,"[38.000000, 33.250000, 23.750000]"
6,4,312,333,"[38.000000, 33.250000, 23.750000]"
6,5,312,333,"[38.000000, 33.250000, 23.750000]"
6,6,312,333,"[38.000000, 33.250000, 23.750000]"
6,7,312,333,"[38.000000, 33.250000, 23.750000]"
6,8,312,333,"[38.000000, 33.250000, 23.750000]"
6,9,312,333,"[38.000000, 33.250000, 23.750000]"
6,10,312,333,"[38.000000, 33.250000, 23.750000]"
6,11,312,333,"[38.000000, 33.250000, 23.750000]"
6,12,312,333,"[38.000000, 33.250000, 23.750000]"
6,13,312,333,"[38.000000, 33.250000, 23.750000]"
6,14,312,333,"[38.000000, 33.250000, 23.750000]"
6,15,312,333,"[38.000000, 33.250000, 23.750000]"
6,16,312,333,"[38.000000, 33.250000, 23.750000]"
6,17,312,333,"[38.000000, 33.250000, 23.750000]"
6,18,312,333,"[38.000000, 33.250000, 23.750000]"
6,19,312,333,"[38.000000, 33.250000, 23.750000]"
6,20,312,333,"[38.000000, 33.250000, 23.750000]"
6,21,312,333,"[38.000000, 33.250000, 23.750000]"
6,22,312,333,"[38.000000, 33.250000, 23.750000]"
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,336,357,"[38.000000, 33.250000, 23.750000]"
7,2,336,357,"[38.000000, 33.250000, 23.750000]"
7,3,336,357,"[38.000000, 33.250000, 23.750000]"
7,4,336,357,"[38.000000, 33.250000, 23.750000]"
7,5,336,357,"[38.000000, 33.250000, 23.750000]"
7,6,336,357,"[38.000000, 33.250000, 23.750000]"
7,7,336,357,"[38.000000, 33.250000, 23.750000]"
7,8,336,357,"[38.000000, 33.250000, 23.750000]"
7,9,336,357,"[38.000000, 33.250000, 23.750000]"
7,10,336,357,"[38.000000, 33.250000, 23.750000]"
7,11,336,357,"[38.000000, 33.250000, 23.750000]"
7,12,336,357,"[38.000000, 33.250000, 23.750000]"
7,13,336,357,"[38.000000, 33.250000, 23.750000]"
7,14,336,357,"[38.000000, 33.250000, 23.750000]"
7,15,336,357,"[38.000000, 33.250000, 23.750000]"
7,16,336,357,"[38.000000, 33.250000, 23.750000]"
7,17,336,357,"[38.000000, 33.250000, 23.750000]"
7,18,336,357,"[38.000000, 33.250000, 23.750000]"
7,19,336,357,"[38.000000, 33.250000, 23.750000]"
7,20,336,357,"[38.000000, 33.250000, 23.750000]"
7,21,336,357,"[38.000000, 33.250000, 23.750000]"
7,22,336,357,"[38.000000, 33.250000, 23.750000]"
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,360,381,"[38.000000, 33.250000, 23.750000]"
1,2,360,381,"[38.000000, 33.250000, 23.750000]"
1,3,360,381,"[38.000000, 33.250000, 23.750000]"
1,4,360,381,"[38.000000, 33.250000, 23.750000]"
1,5,360,381,"[38.000000, 33.250000, 23.750000]"
1,6,360,381,"[38.000000, 33.250000, 23.750000]"
1,7,360,381,"[38.000000, 33.250000, 23.750000]"
1,8,360,381,"[38.000000, 33.250000, 23.750000]"
1,9,360,381,"[38.000000, 33.250000, 23.750000]"
1,10,360,381,"[38.000000, 33.250000, 23.750000]"
1,11,360,381,"[38.000000, 33.250000, 23.750000]"
1,12,360,381,"[38.000000, 33.250000, 23.750000]"
1,13,360,381,"[38.000000, 33.250000, 23.750000]"
1,14,360,381,"[38.000000, 33.250000, 23.750000]"
1,15,360,381,"[38.000000, 33.250000, 23.750000]"
1,16,360,381,"[38.000000, 33.250000, 23.750000]"
1,17,360,381,"[38.000000, 33.250000, 23.750000]"
1,18,360,381,"[38.000000, 33.250000, 23.750000]"
1,19,360,381,"[38.000000, 33.250000, 23.750000]"
1,20,360,381,"[38.000000, 33.250000, 23.750000]"
1,21,360,381,"[38.000000, 33.250000, 23.750000]"
1,22,360,381,"[38.000000, 33.250000, 23.750000]"
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,384,405,"[38.000000, 33.250000, 23.750000]"
2,2,384,405,"[38.000000, 33.250000, 23.750000]"
2,3,384,405,"[38.000000, 33.250000, 23.750000]"
2,4,384,405,"[38.000000, 33.250000, 23.750000]"
2,5,384,405,"[38.000000, 33.250000, 23.750000]"
2,6,384,405,"[38.000000, 33.250000, 23.750000]"
2,7,384,405,"[38.000000, 33.250000, 23.750000]"
2,8,384,405,"[38.000000, 33.250000, 23.750000]"
2,9,384,405,"[38.000000, 33.250000, 23.750000]"
2,10,384,405,"[38.000000, 33.250000, 23.750000]"
2,11,384,405,"[38.000000, 33.250000, 23.750000]"
2,12,384,405,"[38.000000, 33.250000, 23.750000]"
2,13,384,405,"[38.000000, 33.250000, 23.750000]"
2,14,384,405,"[38.000000, 33.250000, 23.750000]"
2,15,384,405,"[38.000000, 33.250000, 23.750000]"
2,16,384,405,"[38.000000, 33.250000, 23.750000]"
2,17,384,405,"[38.000000, 33.250000, 23.750000]"
2,18,384,405,"[38.000000, 33.250000, 23.750000]"
2,19,384,405,"[38.000000, 33.250000, 23.750000]"
2,20,384,405,"[38.000000, 33.250000, 23.750000]"
2,21,384,405,"[38.000000, 33.250000, 23.750000]"
2,22,384,405,"[38.000000, 33.250000, 23.750000]"
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,408,429,"[38.000000, 33.250000, 23.750000]"
3,2,408,429,"[38.000000, 33.250000, 23.750000]"
3,3,408,429,"[38.000000, 33.250000, 23.750000]"
3,4,408,429,"[38.000000, 33.250000, 23.750000]"
3,5,408,429,"[38.000000, 33.250000, 23.750000]"
3,6,408,429,"[38.000000, 33.250000, 23.750000]"
3,7,408,429,"[38.000000, 33.250000, 23.750000]"
3,8,408,429,"[38.000000, 33.250000, 23.750000]"
3,9,408,429,"[38.000000, 33.250000, 23.750000]"
3,10,408,429,"[38.000000, 33.250000, 23.750000]"
3,11,408,429,"[38.000000, 33.250000, 23.750000]"
3,12,408,429,"[38.000000, 33.250000, 23.750000]"
3,13,408,429,"[38.000000, 33.250000, 23.750000]"
3,14,408,429,"[38.000000, 33.250000, 23.750000]"
3,15,408,429,"[38.000000, 33.250000, 23.750000]"
3,16,408,429,"[38.000000, 33.250000, 23.750000]"
3,17,408,429,"[38.000000, 33.250000, 23.750000]"
3,18,408,429,"[38.000000, 33.250000, 23.750000]"
3,19,408,429,"[38.000000, 33.250000, 23.750000]"
3,20,408,429,"[38.000000, 33.250000, 23.750000]"
3,21,408,429,"[38.000000, 33.250000, 23.750000]"
3,22,408,429,"[38.000000, 33.250000, 23.750000]"
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,432,453,"[38.000000, 33.250000, 23.750000]"
4,2,432,453,"[38.000000, 33.250000, 23.750000]"
4,3,432,453,"[38.000000, 33.250000, 23.750000]"
4,4,432,453,"[38.000000, 33.250000, 23.750000]"
4,5,432,453,"[38.000000, 33.250000, 23.750000]"
4,6,432,453,"[38.000000, 33.250000, 23.750000]"
4,7,432,453,"[38.000000, 33.250000, 23.750000]"
4,8,432,453,"[38.000000, 33.250000, 23.750000]"
4,9,432,453,"[38.000000, 33.250000, 23.750000]"
4,10,432,453,"[38.000000, 33.250000, 23.750000]"
4,11,432,453,"[38.000000, 33.250000, 23.750000]"
4,12,432,453,"[38.000000, 33.250000, 23.750000]"
4,13,432,453,"[38.000000, 33.250000, 23.750000]"
4,14,432,453,"[38.000000, 33.250000, 23.750000]"
4,15,432,453,"[38.000000, 33.250000, 23.750000]"
4,16,432,453,"[38.000000, 33.250000, 23.750000]"
4,17,432,453,"[38.000000, 33.250000, 23.750000]"
4,18,432,453,"[38.000000, 33.250000, 23.750000]"
4,19,432,453,"[38.000000, 33.250000, 23.750000]"
4,20,432,453,"[38.000000, 33.250000, 23.750000]"
4,21,432,453,"[38.000000, 33.250000, 23.750000]"
4,22,432,453,"[38.000000, 33.250000, 23.750000]"
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,456,477,"[38.000000, 33.250000, 23.750000]"
5,2,456,477,"[38.000000, 33.250000, 23.750000]"
5,3,456,477,"[38.000000, 33.250000, 23.750000]"
5,4,456,477,"[38.000000, 33.250000, 23.750000]"
5,5,456,477,"[38.000000, 33.250000, 23.750000]"
5,6,456,477,"[38.000000, 33.250000, 23.750000]"
5,7,456,477,"[38.000000, 33.250000, 23.750000]"
5,8,456,477,"[38.000000, 33.250000, 23.750000]"
5,9,456,477,"[38.000000, 33.250000, 23.750000]"
5,10,456,477,"[38.000000, 33.250000, 23.750000]"
5,11,456,477,"[38.000000, 33.250000, 23.750000]"
5,12,456,477,"[38.000000, 33.250000, 23.750000]"
5,13,456,477,"[38.000000, 33.250000, 23.750000]"
5,14,456,477,"[38.000000, 33.250000, 23.750000]"
5,15,456,477,"[38.000000, 33.250000, 23.750000]"
5,16,456,477,"[38.000000, 33.250000, 23.750000]"
5,17,456,477,"[38.000000, 33.250000, 23.750000]"
5,18,456,477,"[38.000000, 33.250000, 23.750000]"
5,19,456,477,"[38.000000, 33.250000, 23.750000]"
5,20,456,477,"[38.000000, 33.250000, 23.750000]"
5,21,456,477,"[38.000000, 33.250000, 23.750000]"
5,22,456,477,"[38.000000, 33.250000, 23.750000]"
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,480,501,"[38.000000, 33.250000, 23.750000]"
6,2,480,501,"[38.000000, 33.250000, 23.750000]"
6,3,480,501,"[38.000000, 33.250000, 23.750000]"
6,4,480,501,"[38.000000, 33.250000, 23.750000]"
6,5,480,501,"[38.000000, 33.250000, 23.750000]"
6,6,480,501,"[38.000000, 33.250000, 23.750000]"
6,7,480,501,"[38.000000, 33.250000, 23.750000]"
6,8,480,501,"[38.000000, 33.250000, 23.750000]"
6,9,480,501,"[38.000000, 33.250000, 23.750000]"
6,10,480,501,"[38.000000, 33.250000, 23.750000]"
6,11,480,501,"[38.000000, 33.250000, 23.750000]"
6,12,480,501,"[38.000000, 33.250000, 23.750000]"
6,13,480,501,"[38.000000, 33.250000, 23.750000]"
6,14,480,501,"[38.000000, 33.250000, 23.750000]"
6,15,480,501,"[38.000000, 33.250000, 23.750000]"
6,16,480,501,"[38.000000, 33.250000, 23.750000]"
6,17,480,501,"[38.000000, 33.250000, 23.750000]"
6,18,480,501,"[38.000000, 33.250000, 23.750000]"
6,19,480,501,"[38.000000, 33.250000, 23.750000]"
6,20,480,501,"[38.000000, 33.250000, 23.750000]"
6,21,480,501,"[38.000000, 33.250000, 23.750000]"
6,22,480,501,"[38.000000, 33.250000, 23.750000]"
6,23,-1,-1,[]
