day_type,hour,wm_start_time_step,wm_end_time_step,load_profile
3,17,78,89,"[18.800000, 16.450000, 11.750000]"
3,18,78,89,"[18.800000, 16.450000, 11.750000]"
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,102,113,"[18.800000, 16.450000, 11.750000]"
4,8,102,113,"[18.800000, 16.450000, 11.750000]"
4,9,102,113,"[18.800000, 16.450000, 11.750000]"
4,10,102,113,"[18.800000, 16.450000, 11.750000]"
4,11,102,113,"[18.800000, 16.450000, 11.750000]"
4,12,102,113,"[18.800000, 16.450000, 11.750000]"
4,13,102,113,"[18.800000, 16.450000, 11.750000]"
4,14,102,113,"[18.800000, 16.450000, 11.750000]"
4,15,102,113,"[18.800000, 16.450000, 11.750000]"
4,16,102,113,"[18.800000, 16.450000, 11.750000]"
4,17,102,113,"[18.800000, 16.450000, 11.750000]"
4,18,102,113,"[18.800000, 16.450000, 11.750000]"
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,126,137,"[18.800000, 16.450000, 11.750000]"
5,8,126,137,"[18.800000, 16.450000, 11.750000]"
5,9,126,137,"[18.800000, 16.450000, 11.750000]"
5,10,126,137,"[18.800000, 16.450000, 11.750000]"
5,11,126,137,"[18.800000, 16.450000, 11.750000]"
5,12,126,137,"[18.800000, 16.450000, 11.750000]"
5,13,126,137,"[18.800000, 16.450000, 11.750000]"
5,14,126,137,"[18.800000, 16.450000, 11.750000]"
5,15,126,137,"[18.800000, 16.450000, 11.750000]"
5,16,126,137,"[18.800000, 16.450000, 11.750000]"
5,17,126,137,"[18.800000, 16.450000, 11.750000]"
5,18,126,137,"[18.800000, 16.450000, 11.750000]"
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,150,161,"[18.800000, 16.450000, 11.750000]"
6,8,150,161,"[18.800000, 16.450000, 11.750000]"
6,9,150,161,"[18.800000, 16.450000, 11.750000]"
6,10,150,161,"[18.800000, 16.450000, 11.750000]"
6,11,150,161,"[18.800000, 16.450000, 11.750000]"
6,12,150,161,"[18.800000, 16.450000, 11.750000]"
6,13,150,161,"[18.800000, 16.450000, 11.750000]"
6,14,150,161,"[18.800000, 16.450000, 11.750000]"
6,15,150,161,"[18.800000, 16.450000, 11.750000]"
6,16,150,161,"[18.800000, 16.450000, 11.750000]"
6,17,150,161,"[18.800000, 16.450000, 11.750000]"
6,18,150,161,"[18.800000, 16.450000, 11.750000]"
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,174,185,"[18.800000, 16.450000, 11.750000]"
7,8,174,185,"[18.800000, 16.450000, 11.750000]"
7,9,174,185,"[18.800000, 16.450000, 11.750000]"
7,10,174,185,"[18.800000, 16.450000, 11.750000]"
7,11,174,185,"[18.800000, 16.450000, 11.750000]"
7,12,174,185,"[18.800000, 16.450000, 11.750000]"
7,13,174,185,"[18.800000, 16.450000, 11.750000]"
7,14,174,185,"[18.800000, 16.450000, 11.750000]"
7,15,174,185,"[18.800000, 16.450000, 11.750000]"
7,16,174,185,"[18.800000, 16.450000, 11.750000]"
7,17,174,185,"[18.800000, 16.450000, 11.750000]"
7,18,174,185,"[18.800000, 16.450000, 11.750000]"
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,198,209,"[18.800000, 16.450000, 11.750000]"
1,8,198,209,"[18.800000, 16.450000, 11.750000]"
1,9,198,209,"[18.800000, 16.450000, 11.750000]"
1,10,198,209,"[18.800000, 16.450000, 11.750000]"
1,11,198,209,"[18.800000, 16.450000, 11.750000]"
1,12,198,209,"[18.800000, 16.450000, 11.750000]"
1,13,198,209,"[18.800000, 16.450000, 11.750000]"
1,14,198,209,"[18.800000, 16.450000, 11.750000]"
1,15,198,209,"[18.800000, 16.450000, 11.750000]"
1,16,198,209,"[18.800000, 16.450000, 11.750000]"
1,17,198,209,"[18.800000, 16.450000, 11.750000]"
1,18,198,209,"[18.800000, 16.450000, 11.750000]"
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,222,233,"[18.800000, 16.450000, 11.750000]"
2,8,222,233,"[18.800000, 16.450000, 11.750000]"
2,9,222,233,"[18.800000, 16.450000, 11.750000]"
2,10,222,233,"[18.800000, 16.450000, 11.750000]"
2,11,222,233,"[18.800000, 16.450000, 11.750000]"
2,12,222,233,"[18.800000, 16.450000, 11.750000]"
2,13,222,233,"[18.800000, 16.450000, 11.750000]"
2,14,222,233,"[18.800000, 16.450000, 11.750000]"
2,15,222,233,"[18.800000, 16.450000, 11.750000]"
2,16,222,233,"[18.800000, 16.450000, 11.750000]"
2,17,222,233,"[18.800000, 16.450000, 11.750000]"
2,18,222,233,"[18.800000, 16.450000, 11.750000]"
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,246,257,"[18.800000, 16.450000, 11.750000]"
3,8,246,257,"[18.800000, 16.450000, 11.750000]"
3,9,246,257,"[18.800000, 16.450000, 11.750000]"
3,10,246,257,"[18.800000, 16.450000, 11.750000]"
3,11,246,257,"[18.800000, 16.450000, 11.750000]"
3,12,246,257,"[18.800000, 16.450000, 11.750000]"
3,13,246,257,"[18.800000, 16.450000, 11.750000]"
3,14,246,257,"[18.800000, 16.450000, 11.750000]"
3,15,246,257,"[18.800000, 16.450000, 11.750000]"
3,16,246,257,"[18.800000, 16.450000, 11.750000]"
3,17,246,257,"[18.800000, 16.450000, 11.750000]"
3,18,246,257,"[18.800000, 16.450000, 11.750000]"
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,270,281,"[18.800000, 16.450000, 11.750000]"
4,8,270,281,"[18.800000, 16.450000, 11.750000]"
4,9,270,281,"[18.800000, 16.450000, 11.750000]"
4,10,270,281,"[18.800000, 16.450000, 11.750000]"
4,11,270,281,"[18.800000, 16.450000, 11.750000]"
4,12,270,281,"[18.800000, 16.450000, 11.750000]"
4,13,270,281,"[18.800000, 16.450000, 11.750000]"
4,14,270,281,"[18.800000, 16.450000, 11.750000]"
4,15,270,281,"[18.800000, 16.450000, 11.750000]"
4,16,270,281,"[18.800000, 16.450000, 11.750000]"
4,17,270,281,"[18.800000, 16.450000, 11.750000]"
4,18,270,281,"[18.800000, 16.450000, 11.750000]"
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,294,305,"[18.800000, 16.450000, 11.750000]"
5,8,294,305,"[18.800000, 16.450000, 11.750000]"
5,9,294,305,"[18.800000, 16.450000, 11.750000]"
5,10,294,305,"[18.800000, 16.450000, 11.750000]"
5,11,294,305,"[18.800000, 16.450000, 11.750000]"
5,12,294,305,"[18.800000, 16.450000, 11.750000]"
5,13,294,305,"[18.800000, 16.450000, 11.750000]"
5,14,294,305,"[18.800000, 16.450000, 11.750000]"
5,15,294,305,"[18.800000, 16.450000, 11.750000]"
5,16,294,305,"[18.800000, 16.450000, 11.750000]"
5,17,294,305,"[18.800000, 16.450000, 11.750000]"
5,18,294,305,"[18.800000, 16.450000, 11.750000]"
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,318,329,"[18.800000, 16.450000, 11.750000]"
6,8,318,329,"[18.800000, 16.450000, 11.750000]"
6,9,318,329,"[18.800000, 16.450000, 11.750000]"
6,10,318,329,"[18.800000, 16.450000, 11.750000]"
6,11,318,329,"[18.800000, 16.450000, 11.750000]"
6,12,318,329,"[18.800000, 16.450000, 11.750000]"
6,13,318,329,"[18.800000, 16.450000, 11.750000]"
6,14,318,329,"[18.800000, 16.450000, 11.750000]"
6,15,318,329,"[18.800000, 16.450000, 11.750000]"
6,16,318,329,"[18.800000, 16.450000, 11.750000]"
6,17,318,329,"[18.800000, 16.450000, 11.750000]"
6,18,318,329,"[18.800000, 16.450000, 11.750000]"
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,342,353,"[18.800000, 16.450000, 11.750000]"
7,8,342,353,"[18.800000, 16.450000, 11.750000]"
7,9,342,353,"[18.800000, 16.450000, 11.750000]"
7,10,342,353,"[18.800000, 16.450000, 11.750000]"
7,11,342,353,"[18.800000, 16.450000, 11.750000]"
7,12,342,353,"[18.800000, 16.450000, 11.750000]"
7,13,342,353,"[18.800000, 16.450000, 11.750000]"
7,14,342,353,"[18.800000, 16.450000, 11.750000]"
7,15,342,353,"[18.800000, 16.450000, 11.750000]"
7,16,342,353,"[18.800000, 16.450000, 11.750000]"
7,17,342,353,"[18.800000, 16.450000, 11.750000]"
7,18,342,353,"[18.800000, 16.450000, 11.750000]"
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,366,377,"[18.800000, 16.450000, 11.750000]"
1,8,366,377,"[18.800000, 16.450000, 11.750000]"
1,9,366,377,"[18.800000, 16.450000, 11.750000]"
1,10,366,377,"[18.800000, 16.450000, 11.750000]"
1,11,366,377,"[18.800000, 16.450000, 11.750000]"
1,12,366,377,"[18.800000, 16.450000, 11.750000]"
1,13,366,377,"[18.800000, 16.450000, 11.750000]"
1,14,366,377,"[18.800000, 16.450000, 11.750000]"
1,15,366,377,"[18.800000, 16.450000, 11.750000]"
1,16,366,377,"[18.800000, 16.450000, 11.750000]"
1,17,366,377,"[18.800000, 16.450000, 11.750000]"
1,18,366,377,"[18.800000, 16.450000, 11.750000]"
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,390,401,"[18.800000, 16.450000, 11.750000]"
2,8,390,401,"[18.800000, 16.450000, 11.750000]"
2,9,390,401,"[18.800000, 16.450000, 11.750000]"
2,10,390,401,"[18.800000, 16.450000, 11.750000]"
2,11,390,401,"[18.800000, 16.450000, 11.750000]"
2,12,390,401,"[18.800000, 16.450000, 11.750000]"
2,13,390,401,"[18.800000, 16.450000, 11.750000]"
2,14,390,401,"[18.800000, 16.450000, 11.750000]"
2,15,390,401,"[18.800000, 16.450000, 11.750000]"
2,16,390,401,"[18.800000, 16.450000, 11.750000]"
2,17,390,401,"[18.800000, 16.450000, 11.750000]"
2,18,390,401,"[18.800000, 16.450000, 11.750000]"
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,414,425,"[18.800000, 16.450000, 11.750000]"
3,8,414,425,"[18.800000, 16.450000, 11.750000]"
3,9,414,425,"[18.800000, 16.450000, 11.750000]"
3,10,414,425,"[18.800000, 16.450000, 11.750000]"
3,11,414,425,"[18.800000, 16.450000, 11.750000]"
3,12,414,425,"[18.800000, 16.450000, 11.750000]"
3,13,414,425,"[18.800000, 16.450000, 11.750000]"
3,14,414,425,"[18.800000, 16.450000, 11.750000]"
3,15,414,425,"[18.800000, 16.450000, 11.750000]"
3,16,414,425,"[18.800000, 16.450000, 11.750000]"
3,17,414,425,"[18.800000, 16.450000, 11.750000]"
3,18,414,425,"[18.800000, 16.450000, 11.750000]"
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,438,449,"[18.800000, 16.450000, 11.750000]"
4,8,438,449,"[18.800000, 16.450000, 11.750000]"
4,9,438,449,"[18.800000, 16.450000, 11.750000]"
4,10,438,449,"[18.800000, 16.450000, 11.750000]"
4,11,438,449,"[18.800000, 16.450000, 11.750000]"
4,12,438,449,"[18.800000, 16.450000, 11.750000]"
4,13,438,449,"[18.800000, 16.450000, 11.750000]"
4,14,438,449,"[18.800000, 16.450000, 11.750000]"
4,15,438,449,"[18.800000, 16.450000, 11.750000]"
4,16,438,449,"[18.800000, 16.450000, 11.750000]"
4,17,438,449,"[18.800000, 16.450000, 11.750000]"
4,18,438,449,"[18.800000, 16.450000, 11.750000]"
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,462,473,"[18.800000, 16.450000, 11.750000]"
5,8,462,473,"[18.800000, 16.450000, 11.750000]"
5,9,462,473,"[18.800000, 16.450000, 11.750000]"
5,10,462,473,"[18.800000, 16.450000, 11.750000]"
5,11,462,473,"[18.800000, 16.450000, 11.750000]"
5,12,462,473,"[18.800000, 16.450000, 11.750000]"
5,13,462,473,"[18.800000, 16.450000, 11.750000]"
5,14,462,473,"[18.800000, 16.450000, 11.750000]"
5,15,462,473,"[18.800000, 16.450000, 11.750000]"
5,16,462,473,"[18.800000, 16.450000, 11.750000]"
5,17,462,473,"[18.800000, 16.450000, 11.750000]"
5,18,462,473,"[18.800000, 16.450000, 11.750000]"
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,486,497,"[18.800000, 16.450000, 11.750000]"
6,8,486,497,"[18.800000, 16.450000, 11.750000]"
6,9,486,497,"[18.800000, 16.450000, 11.750000]"
6,10,486,497,"[18.800000, 16.450000, 11.750000]"
6,11,486,497,"[18.800000, 16.450000, 11.750000]"
6,12,486,497,"[18.800000, 16.450000, 11.750000]"
6,13,486,497,"[18.800000, 16.450000, 11.750000]"
6,14,486,497,"[18.800000, 16.450000, 11.750000]"
6,15,486,497,"[18.800000, 16.450000, 11.750000]"
6,16,486,497,"[18.800000, 16.450000, 11.750000]"
6,17,486,497,"[18.800000, 16.450000, 11.750000]"
6,18,486,497,"[18.800000, 16.450000, 11.750000]"
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,510,521,"[18.800000, 16.450000, 11.750000]"
7,8,510,521,"[18.800000, 16.450000, 11.750000]"
7,9,510,521,"[18.800000, 16.450000, 11.750000]"
7,10,510,521,"[18.800000, 16.450000, 11.750000]"
7,11,510,521,"[18.800000, 16.450000, 11.750000]"
7,12,510,521,"[18.800000, 16.450000, 11.750000]"
7,13,510,521,"[18.800000, 16.450000, 11.750000]"
7,14,510,521,"[18.800000, 16.450000, 11.750000]"
7,15,510,521,"[18.800000, 16.450000, 11.750000]"
7,16,510,521,"[18.800000, 16.450000, 11.750000]"
7,17,510,521,"[18.800000, 16.450000, 11.750000]"
7,18,510,521,"[18.800000, 16.450000, 11.750000]"
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,534,545,"[18.800000, 16.450000, 11.750000]"
1,8,534,545,"[18.800000, 16.450000, 11.750000]"
1,9,534,545,"[18.800000, 16.450000, 11.750000]"
1,10,534,545,"[18.800000, 16.450000, 11.750000]"
1,11,534,545,"[18.800000, 16.450000, 11.750000]"
1,12,534,545,"[18.800000, 16.450000, 11.750000]"
1,13,534,545,"[18.800000, 16.450000, 11.750000]"
1,14,534,545,"[18.800000, 16.450000, 11.750000]"
1,15,534,545,"[18.800000, 16.450000, 11.750000]"
1,16,534,545,"[18.800000, 16.450000, 11.750000]"
1,17,534,545,"[18.800000, 16.450000, 11.750000]"
1,18,534,545,"[18.800000, 16.450000, 11.750000]"
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,558,569,"[18.800000, 16.450000, 11.750000]"
2,8,558,569,"[18.800000, 16.450000, 11.750000]"
2,9,558,569,"[18.800000, 16.450000, 11.750000]"
2,10,558,569,"[18.800000, 16.450000, 11.750000]"
2,11,558,569,"[18.800000, 16.450000, 11.750000]"
2,12,558,569,"[18.800000, 16.450000, 11.750000]"
2,13,558,569,"[18.800000, 16.450000, 11.750000]"
2,14,558,569,"[18.800000, 16.450000, 11.750000]"
2,15,558,569,"[18.800000, 16.450000, 11.750000]"
2,16,558,569,"[18.800000, 16.450000, 11.750000]"
2,17,558,569,"[18.800000, 16.450000, 11.750000]"
2,18,558,569,"[18.800000, 16.450000, 11.750000]"
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,582,593,"[18.800000, 16.450000, 11.750000]"
3,8,582,593,"[18.800000, 16.450000, 11.750000]"
3,9,582,593,"[18.800000, 16.450000, 11.750000]"
3,10,582,593,"[18.800000, 16.450000, 11.750000]"
3,11,582,593,"[18.800000, 16.450000, 11.750000]"
3,12,582,593,"[18.800000, 16.450000, 11.750000]"
3,13,582,593,"[18.800000, 16.450000, 11.750000]"
3,14,582,593,"[18.800000, 16.450000, 11.750000]"
3,15,582,593,"[18.800000, 16.450000, 11.750000]"
3,16,582,593,"[18.800000, 16.450000, 11.750000]"
3,17,582,593,"[18.800000, 16.450000, 11.750000]"
3,18,582,593,"[18.800000, 16.450000, 11.750000]"
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,606,617,"[18.800000, 16.450000, 11.750000]"
4,8,606,617,"[18.800000, 16.450000, 11.750000]"
4,9,606,617,"[18.800000, 16.450000, 11.750000]"
4,10,606,617,"[18.800000, 16.450000, 11.750000]"
4,11,606,617,"[18.800000, 16.450000, 11.750000]"
4,12,606,617,"[18.800000, 16.450000, 11.750000]"
4,13,606,617,"[18.800000, 16.450000, 11.750000]"
4,14,606,617,"[18.800000, 16.450000, 11.750000]"
4,15,606,617,"[18.800000, 16.450000, 11.750000]"
4,16,606,617,"[18.800000, 16.450000, 11.750000]"
4,17,606,617,"[18.800000, 16.450000, 11.750000]"
4,18,606,617,"[18.800000, 16.450000, 11.750000]"
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,630,641,"[18.800000, 16.450000, 11.750000]"
5,8,630,641,"[18.800000, 16.450000, 11.750000]"
5,9,630,641,"[18.800000, 16.450000, 11.750000]"
5,10,630,641,"[18.800000, 16.450000, 11.750000]"
5,11,630,641,"[18.800000, 16.450000, 11.750000]"
5,12,630,641,"[18.800000, 16.450000, 11.750000]"
5,13,630,641,"[18.800000, 16.450000, 11.750000]"
5,14,630,641,"[18.800000, 16.450000, 11.750000]"
5,15,630,641,"[18.800000, 16.450000, 11.750000]"
5,16,630,641,"[18.800000, 16.450000, 11.750000]"
5,17,630,641,"[18.800000, 16.450000, 11.750000]"
5,18,630,641,"[18.800000, 16.450000, 11.750000]"
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,654,665,"[18.800000, 16.450000, 11.750000]"
6,8,654,665,"[18.800000, 16.450000, 11.750000]"
6,9,654,665,"[18.800000, 16.450000, 11.750000]"
6,10,654,665,"[18.800000, 16.450000, 11.750000]"
6,11,654,665,"[18.800000, 16.450000, 11.750000]"
6,12,654,665,"[18.800000, 16.450000, 11.750000]"
6,13,654,665,"[18.800000, 16.450000, 11.750000]"
6,14,654,665,"[18.800000, 16.450000, 11.750000]"
