day_type,hour,wm_start_time_step,wm_end_time_step,load_profile
4,10,102,111,"[6.660000, 5.180000, 2.960000]"
4,11,102,111,"[6.660000, 5.180000, 2.960000]"
4,12,102,111,"[6.660000, 5.180000, 2.960000]"
4,13,102,111,"[6.660000, 5.180000, 2.960000]"
4,14,102,111,"[6.660000, 5.180000, 2.960000]"
4,15,102,111,"[6.660000, 5.180000, 2.960000]"
4,16,102,111,"[6.660000, 5.180000, 2.960000]"
4,17,-1,-1,[]
4,18,-1,-1,[]
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,126,135,"[6.660000, 5.180000, 2.960000]"
5,8,126,135,"[6.660000, 5.180000, 2.960000]"
5,9,126,135,"[6.660000, 5.180000, 2.960000]"
5,10,126,135,"[6.660000, 5.180000, 2.960000]"
5,11,126,135,"[6.660000, 5.180000, 2.960000]"
5,12,126,135,"[6.660000, 5.180000, 2.960000]"
5,13,126,135,"[6.660000, 5.180000, 2.960000]"
5,14,126,135,"[6.660000, 5.180000, 2.960000]"
5,15,126,135,"[6.660000, 5.180000, 2.960000]"
5,16,126,135,"[6.660000, 5.180000, 2.960000]"
5,17,-1,-1,[]
5,18,-1,-1,[]
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,-1,-1,[]
6,11,-1,-1,[]
6,12,-1,-1,[]
6,13,-1,-1,[]
6,14,-1,-1,[]
6,15,-1,-1,[]
6,16,-1,-1,[]
6,17,-1,-1,[]
6,18,-1,-1,[]
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,-1,-1,[]
7,11,-1,-1,[]
7,12,-1,-1,[]
7,13,-1,-1,[]
7,14,-1,-1,[]
7,15,-1,-1,[]
7,16,-1,-1,[]
7,17,-1,-1,[]
7,18,-1,-1,[]
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,198,207,"[6.660000, 5.180000, 2.960000]"
1,8,198,207,"[6.660000, 5.180000, 2.960000]"
1,9,198,207,"[6.660000, 5.180000, 2.960000]"
1,10,198,207,"[6.660000, 5.180000, 2.960000]"
1,11,198,207,"[6.660000, 5.180000, 2.960000]"
1,12,198,207,"[6.660000, 5.180000, 2.960000]"
1,13,198,207,"[6.660000, 5.180000, 2.960000]"
1,14,198,207,"[6.660000, 5.180000, 2.960000]"
1,15,198,207,"[6.660000, 5.180000, 2.960000]"
1,16,198,207,"[6.660000, 5.180000, 2.960000]"
1,17,-1,-1,[]
1,18,-1,-1,[]
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,222,231,"[6.660000, 5.180000, 2.960000]"
2,8,222,231,"[6.660000, 5.180000, 2.960000]"
2,9,222,231,"[6.660000, 5.180000, 2.960000]"
2,10,222,231,"[6.660000, 5.180000, 2.960000]"
2,11,222,231,"[6.660000, 5.180000, 2.960000]"
2,12,222,231,"[6.660000, 5.180000, 2.960000]"
2,13,222,231,"[6.660000, 5.180000, 2.960000]"
2,14,222,231,"[6.660000, 5.180000, 2.960000]"
2,15,222,231,"[6.660000, 5.180000, 2.960000]"
2,16,222,231,"[6.660000, 5.180000, 2.960000]"
2,17,-1,-1,[]
2,18,-1,-1,[]
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,246,255,"[6.660000, 5.180000, 2.960000]"
3,8,246,255,"[6.660000, 5.180000, 2.960000]"
3,9,246,255,"[6.660000, 5.180000, 2.960000]"
3,10,246,255,"[6.660000, 5.180000, 2.960000]"
3,11,246,255,"[6.660000, 5.180000, 2.960000]"
3,12,246,255,"[6.660000, 5.180000, 2.960000]"
3,13,246,255,"[6.660000, 5.180000, 2.960000]"
3,14,246,255,"[6.660000, 5.180000, 2.960000]"
3,15,246,255,"[6.660000, 5.180000, 2.960000]"
3,16,246,255,"[6.660000, 5.180000, 2.960000]"
3,17,-1,-1,[]
3,18,-1,-1,[]
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,270,279,"[6.660000, 5.180000, 2.960000]"
4,8,270,279,"[6.660000, 5.180000, 2.960000]"
4,9,270,279,"[6.660000, 5.180000, 2.960000]"
4,10,270,279,"[6.660000, 5.180000, 2.960000]"
4,11,270,279,"[6.660000, 5.180000, 2.960000]"
4,12,270,279,"[6.660000, 5.180000, 2.960000]"
4,13,270,279,"[6.660000, 5.180000, 2.960000]"
4,14,270,279,"[6.660000, 5.180000, 2.960000]"
4,15,270,279,"[6.660000, 5.180000, 2.960000]"
4,16,270,279,"[6.660000, 5.180000, 2.960000]"
4,17,-1,-1,[]
4,18,-1,-1,[]
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,294,303,"[6.660000, 5.180000, 2.960000]"
5,8,294,303,"[6.660000, 5.180000, 2.960000]"
5,9,294,303,"[6.660000, 5.180000, 2.960000]"
5,10,294,303,"[6.660000, 5.180000, 2.960000]"
5,11,294,303,"[6.660000, 5.180000, 2.960000]"
5,12,294,303,"[6.660000, 5.180000, 2.960000]"
5,13,294,303,"[6.660000, 5.180000, 2.960000]"
5,14,294,303,"[6.660000, 5.180000, 2.960000]"
5,15,294,303,"[6.660000, 5.180000, 2.960000]"
5,16,294,303,"[6.660000, 5.180000, 2.960000]"
5,17,-1,-1,[]
5,18,-1,-1,[]
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,-1,-1,[]
6,11,-1,-1,[]
6,12,-1,-1,[]
6,13,-1,-1,[]
6,14,-1,-1,[]
6,15,-1,-1,[]
6,16,-1,-1,[]
6,17,-1,-1,[]
6,18,-1,-1,[]
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,-1,-1,[]
7,11,-1,-1,[]
7,12,-1,-1,[]
7,13,-1,-1,[]
7,14,-1,-1,[]
7,15,-1,-1,[]
7,16,-1,-1,[]
7,17,-1,-1,[]
7,18,-1,-1,[]
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,366,375,"[6.660000, 5.180000, 2.960000]"
1,8,366,375,"[6.660000, 5.180000, 2.960000]"
1,9,366,375,"[6.660000, 5.180000, 2.960000]"
1,10,366,375,"[6.660000, 5.180000, 2.960000]"
1,11,366,375,"[6.660000, 5.180000, 2.960000]"
1,12,366,375,"[6.660000, 5.180000, 2.960000]"
1,13,366,375,"[6.660000, 5.180000, 2.960000]"
1,14,366,375,"[6.660000, 5.180000, 2.960000]"
1,15,366,375,"[6.660000, 5.180000, 2.960000]"
1,16,366,375,"[6.660000, 5.180000, 2.960000]"
1,17,-1,-1,[]
1,18,-1,-1,[]
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,390,399,"[6.660000, 5.180000, 2.960000]"
2,8,390,399,"[6.660000, 5.180000, 2.960000]"
2,9,390,399,"[6.660000, 5.180000, 2.960000]"
2,10,390,399,"[6.660000, 5.180000, 2.960000]"
2,11,390,399,"[6.660000, 5.180000, 2.960000]"
2,12,390,399,"[6.660000, 5.180000, 2.960000]"
2,13,390,399,"[6.660000, 5.180000, 2.960000]"
2,14,390,399,"[6.660000, 5.180000, 2.960000]"
2,15,390,399,"[6.660000, 5.180000, 2.960000]"
2,16,390,399,"[6.660000, 5.180000, 2.960000]"
2,17,-1,-1,[]
2,18,-1,-1,[]
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,414,423,"[6.660000, 5.180000, 2.960000]"
3,8,414,423,"[6.660000, 5.180000, 2.960000]"
3,9,414,423,"[6.660000, 5.180000, 2.960000]"
3,10,414,423,"[6.660000, 5.180000, 2.960000]"
3,11,414,423,"[6.660000, 5.180000, 2.960000]"
3,12,414,423,"[6.660000, 5.180000, 2.960000]"
3,13,414,423,"[6.660000, 5.180000, 2.960000]"
3,14,414,423,"[6.660000, 5.180000, 2.960000]"
3,15,414,423,"[6.660000, 5.180000, 2.960000]"
3,16,414,423,"[6.660000, 5.180000, 2.960000]"
3,17,-1,-1,[]
3,18,-1,-1,[]
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,438,447,"[6.660000, 5.180000, 2.960000]"
4,8,438,447,"[6.660000, 5.180000, 2.960000]"
4,9,438,447,"[6.660000, 5.180000, 2.960000]"
4,10,438,447,"[6.660000, 5.180000, 2.960000]"
4,11,438,447,"[6.660000, 5.180000, 2.960000]"
4,12,438,447,"[6.660000, 5.180000, 2.960000]"
4,13,438,447,"[6.660000, 5.180000, 2.960000]"
4,14,438,447,"[6.660000, 5.180000, 2.960000]"
4,15,438,447,"[6.660000, 5.180000, 2.960000]"
4,16,438,447,"[6.660000, 5.180000, 2.960000]"
4,17,-1,-1,[]
4,18,-1,-1,[]
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,462,471,"[6.660000, 5.180000, 2.960000]"
5,8,462,471,"[6.660000, 5.180000, 2.960000]"
5,9,462,471,"[6.660000, 5.180000, 2.960000]"
5,10,462,471,"[6.660000, 5.180000, 2.960000]"
5,11,462,471,"[6.660000, 5.180000, 2.960000]"
5,12,462,471,"[6.660000, 5.180000, 2.960000]"
5,13,462,471,"[6.660000, 5.180000, 2.960000]"
5,14,462,471,"[6.660000, 5.180000, 2.960000]"
5,15,462,471,"[6.660000, 5.180000, 2.960000]"
5,16,462,471,"[6.660000, 5.180000, 2.960000]"
5,17,-1,-1,[]
5,18,-1,-1,[]
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,-1,-1,[]
6,11,-1,-1,[]
6,12,-1,-1,[]
6,13,-1,-1,[]
6,14,-1,-1,[]
6,15,-1,-1,[]
6,16,-1,-1,[]
6,17,-1,-1,[]
6,18,-1,-1,[]
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,-1,-1,[]
7,11,-1,-1,[]
7,12,-1,-1,[]
7,13,-1,-1,[]
7,14,-1,-1,[]
7,15,-1,-1,[]
7,16,-1,-1,[]
7,17,-1,-1,[]
7,18,-1,-1,[]
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,534,543,"[6.660000, 5.180000, 2.960000]"
1,8,534,543,"[6.660000, 5.180000, 2.960000]"
1,9,534,543,"[6.660000, 5.180000, 2.960000]"
1,10,534,543,"[6.660000, 5.180000, 2.960000]"
1,11,534,543,"[6.660000, 5.180000, 2.960000]"
1,12,534,543,"[6.660000, 5.180000, 2.960000]"
1,13,534,543,"[6.660000, 5.180000, 2.960000]"
1,14,534,543,"[6.660000, 5.180000, 2.960000]"
1,15,534,543,"[6.660000, 5.180000, 2.960000]"
1,16,534,543,"[6.660000, 5.180000, 2.960000]"
1,17,-1,-1,[]
1,18,-1,-1,[]
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,558,567,"[6.660000, 5.180000, 2.960000]"
2,8,558,567,"[6.660000, 5.180000, 2.960000]"
2,9,558,567,"[6.660000, 5.180000, 2.960000]"
2,10,558,567,"[6.660000, 5.180000, 2.960000]"
2,11,558,567,"[6.660000, 5.180000, 2.960000]"
2,12,558,567,"[6.660000, 5.180000, 2.960000]"
2,13,558,567,"[6.660000, 5.180000, 2.960000]"
2,14,558,567,"[6.660000, 5.180000, 2.960000]"
2,15,558,567,"[6.660000, 5.180000, 2.960000]"
2,16,558,567,"[6.660000, 5.180000, 2.960000]"
2,17,-1,-1,[]
2,18,-1,-1,[]
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,582,591,"[6.660000, 5.180000, 2.960000]"
3,8,582,591,"[6.660000, 5.180000, 2.960000]"
3,9,582,591,"[6.660000, 5.180000, 2.960000]"
3,10,582,591,"[6.660000, 5.180000, 2.960000]"
3,11,582,591,"[6.660000, 5.180000, 2.960000]"
3,12,582,591,"[6.660000, 5.180000, 2.960000]"
3,13,582,591,"[6.660000, 5.180000, 2.960000]"
3,14,582,591,"[6.660000, 5.180000, 2.960000]"
3,15,582,591,"[6.660000, 5.180000, 2.960000]"
3,16,582,591,"[6.660000, 5.180000, 2.960000]"
3,17,-1,-1,[]
3,18,-1,-1,[]
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,606,615,"[6.660000, 5.180000, 2.960000]"
4,8,606,615,"[6.660000, 5.180000, 2.960000]"
4,9,606,615,"[6.660000, 5.180000, 2.960000]"
4,10,606,615,"[6.660000, 5.180000, 2.960000]"
4,11,606,615,"[6.660000, 5.180000, 2.960000]"
4,12,606,615,"[6.660000, 5.180000, 2.960000]"
4,13,606,615,"[6.660000, 5.180000, 2.960000]"
4,14,606,615,"[6.660000, 5.180000, 2.960000]"
4,15,606,615,"[6.660000, 5.180000, 2.960000]"
4,16,606,615,"[6.660000, 5.180000, 2.960000]"
4,17,-1,-1,[]
4,18,-1,-1,[]
4,19,-1,-1,[]
4,20,-1,-1,[]
4,21,-1,-1,[]
4,22,-1,-1,[]
4,23,-1,-1,[]
4,24,-1,-1,[]
5,1,-1,-1,[]
5,2,-1,-1,[]
5,3,-1,-1,[]
5,4,-1,-1,[]
5,5,-1,-1,[]
5,6,-1,-1,[]
5,7,630,639,"[6.660000, 5.180000, 2.960000]"
5,8,630,639,"[6.660000, 5.180000, 2.960000]"
5,9,630,639,"[6.660000, 5.180000, 2.960000]"
5,10,630,639,"[6.660000, 5.180000, 2.960000]"
5,11,630,639,"[6.660000, 5.180000, 2.960000]"
5,12,630,639,"[6.660000, 5.180000, 2.960000]"
5,13,630,639,"[6.660000, 5.180000, 2.960000]"
5,14,630,639,"[6.660000, 5.180000, 2.960000]"
5,15,630,639,"[6.660000, 5.180000, 2.960000]"
5,16,630,639,"[6.660000, 5.180000, 2.960000]"
5,17,-1,-1,[]
5,18,-1,-1,[]
5,19,-1,-1,[]
5,20,-1,-1,[]
5,21,-1,-1,[]
5,22,-1,-1,[]
5,23,-1,-1,[]
5,24,-1,-1,[]
6,1,-1,-1,[]
6,2,-1,-1,[]
6,3,-1,-1,[]
6,4,-1,-1,[]
6,5,-1,-1,[]
6,6,-1,-1,[]
6,7,-1,-1,[]
6,8,-1,-1,[]
6,9,-1,-1,[]
6,10,-1,-1,[]
6,11,-1,-1,[]
6,12,-1,-1,[]
6,13,-1,-1,[]
6,14,-1,-1,[]
6,15,-1,-1,[]
6,16,-1,-1,[]
6,17,-1,-1,[]
6,18,-1,-1,[]
6,19,-1,-1,[]
6,20,-1,-1,[]
6,21,-1,-1,[]
6,22,-1,-1,[]
6,23,-1,-1,[]
6,24,-1,-1,[]
7,1,-1,-1,[]
7,2,-1,-1,[]
7,3,-1,-1,[]
7,4,-1,-1,[]
7,5,-1,-1,[]
7,6,-1,-1,[]
7,7,-1,-1,[]
7,8,-1,-1,[]
7,9,-1,-1,[]
7,10,-1,-1,[]
7,11,-1,-1,[]
7,12,-1,-1,[]
7,13,-1,-1,[]
7,14,-1,-1,[]
7,15,-1,-1,[]
7,16,-1,-1,[]
7,17,-1,-1,[]
7,18,-1,-1,[]
7,19,-1,-1,[]
7,20,-1,-1,[]
7,21,-1,-1,[]
7,22,-1,-1,[]
7,23,-1,-1,[]
7,24,-1,-1,[]
1,1,-1,-1,[]
1,2,-1,-1,[]
1,3,-1,-1,[]
1,4,-1,-1,[]
1,5,-1,-1,[]
1,6,-1,-1,[]
1,7,702,711,"[6.660000, 5.180000, 2.960000]"
1,8,702,711,"[6.660000, 5.180000, 2.960000]"
1,9,702,711,"[6.660000, 5.180000, 2.960000]"
1,10,702,711,"[6.660000, 5.180000, 2.960000]"
1,11,702,711,"[6.660000, 5.180000, 2.960000]"
1,12,702,711,"[6.660000, 5.180000, 2.960000]"
1,13,702,711,"[6.660000, 5.180000, 2.960000]"
1,14,702,711,"[6.660000, 5.180000, 2.960000]"
1,15,702,711,"[6.660000, 5.180000, 2.960000]"
1,16,702,711,"[6.660000, 5.180000, 2.960000]"
1,17,-1,-1,[]
1,18,-1,-1,[]
1,19,-1,-1,[]
1,20,-1,-1,[]
1,21,-1,-1,[]
1,22,-1,-1,[]
1,23,-1,-1,[]
1,24,-1,-1,[]
2,1,-1,-1,[]
2,2,-1,-1,[]
2,3,-1,-1,[]
2,4,-1,-1,[]
2,5,-1,-1,[]
2,6,-1,-1,[]
2,7,726,735,"[6.660000, 5.180000, 2.960000]"
2,8,726,735,"[6.660000, 5.180000, 2.960000]"
2,9,726,735,"[6.660000, 5.180000, 2.960000]"
2,10,726,735,"[6.660000, 5.180000, 2.960000]"
2,11,726,735,"[6.660000, 5.180000, 2.960000]"
2,12,726,735,"[6.660000, 5.180000, 2.960000]"
2,13,726,735,"[6.660000, 5.180000, 2.960000]"
2,14,726,735,"[6.660000, 5.180000, 2.960000]"
2,15,726,735,"[6.660000, 5.180000, 2.960000]"
2,16,726,735,"[6.660000, 5.180000, 2.960000]"
2,17,-1,-1,[]
2,18,-1,-1,[]
2,19,-1,-1,[]
2,20,-1,-1,[]
2,21,-1,-1,[]
2,22,-1,-1,[]
2,23,-1,-1,[]
2,24,-1,-1,[]
3,1,-1,-1,[]
3,2,-1,-1,[]
3,3,-1,-1,[]
3,4,-1,-1,[]
3,5,-1,-1,[]
3,6,-1,-1,[]
3,7,750,759,"[6.660000, 5.180000, 2.960000]"
3,8,750,759,"[6.660000, 5.180000, 2.960000]"
3,9,750,759,"[6.660000, 5.180000, 2.960000]"
3,10,750,759,"[6.660000, 5.180000, 2.960000]"
3,11,750,759,"[6.660000, 5.180000, 2.960000]"
3,12,750,759,"[6.660000, 5.180000, 2.960000]"
3,13,750,759,"[6.660000, 5.180000, 2.960000]"
3,14,750,759,"[6.660000, 5.180000, 2.960000]"
3,15,750,759,"[6.660000, 5.180000, 2.960000]"
3,16,750,759,"[6.660000, 5.180000, 2.960000]"
3,17,-1,-1,[]
3,18,-1,-1,[]
3,19,-1,-1,[]
3,20,-1,-1,[]
3,21,-1,-1,[]
3,22,-1,-1,[]
3,23,-1,-1,[]
3,24,-1,-1,[]
4,1,-1,-1,[]
4,2,-1,-1,[]
4,3,-1,-1,[]
4,4,-1,-1,[]
4,5,-1,-1,[]
4,6,-1,-1,[]
4,7,774,783,"[6.660000, 5.180000, 2.960000]"
4,8,774,783,"[6.660000, 5.180000, 2.960000]"
4,9,774,783,"[6.660000, 5.180000, 2.960000]"
4,10,774,783,"[6.660000, 5.180000, 2.960000]"
4,11,774,783,"[6.660000, 5.180000, 2.960000]"
4,12,774,783,"[6.660000, 5.180000, 2.960000]"
