electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
1,EV_B10_C002_Mototaxi_Electrica,1.0,81.6411995482455,-1.0,35.86231731539283
1,EV_B10_C002_Mototaxi_Electrica,0.0,81.6411995482455,-1.0,35.86231731539283
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B10_C002_Mototaxi_Electrica,-1.0,-0.1,7.0,57.57463009588939
1,EV_B10_C002_Mototaxi_Electrica,7.0,79.01107700829976,-1.0,57.57463009588939
1,EV_B10_C002_Mototaxi_Electrica,6.0,79.01107700829976,-1.0,57.57463009588939
1,EV_B10_C002_Mototaxi_Electrica,5.0,79.01107700829976,-1.0,57.57463009588939
1,EV_B10_C002_Mototaxi_Electrica,4.0,79.01107700829976,-1.0,57.57463009588939
1,EV_B10_C002_Mototaxi_Electrica,3.0,79.01107700829976,-1.0,57.57463009588939
1,EV_B10_C002_Mototaxi_Electrica,2.0,79.01107700829976,-1.0,57.57463009588939
1,EV_B10_C002_Mototaxi_Electrica,1.0,79.01107700829976,-1.0,57.57463009588939
1,EV_B10_C002_Mototaxi_Electrica,0.0,79.01107700829976,-1.0,57.57463009588939
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B10_C002_Mototaxi_Electrica,-1.0,-0.1,8.0,22.654682599203532
1,EV_B10_C002_Mototaxi_Electrica,7.0,82.12190076625134,-1.0,22.654682599203532
1,EV_B10_C002_Mototaxi_Electrica,6.0,82.12190076625134,-1.0,22.654682599203532
1,EV_B10_C002_Mototaxi_Electrica,5.0,82.12190076625134,-1.0,22.654682599203532
1,EV_B10_C002_Mototaxi_Electrica,4.0,82.12190076625134,-1.0,22.654682599203532
1,EV_B10_C002_Mototaxi_Electrica,3.0,82.12190076625134,-1.0,22.654682599203532
1,EV_B10_C002_Mototaxi_Electrica,2.0,82.12190076625134,-1.0,22.654682599203532
1,EV_B10_C002_Mototaxi_Electrica,1.0,82.12190076625134,-1.0,22.654682599203532
1,EV_B10_C002_Mototaxi_Electrica,0.0,82.12190076625134,-1.0,22.654682599203532
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B10_C002_Mototaxi_Electrica,-1.0,-0.1,9.0,18.39670598806575
1,EV_B10_C002_Mototaxi_Electrica,6.0,77.70158952048897,-1.0,18.39670598806575
1,EV_B10_C002_Mototaxi_Electrica,5.0,77.70158952048897,-1.0,18.39670598806575
1,EV_B10_C002_Mototaxi_Electrica,4.0,77.70158952048897,-1.0,18.39670598806575
1,EV_B10_C002_Mototaxi_Electrica,3.0,77.70158952048897,-1.0,18.39670598806575
1,EV_B10_C002_Mototaxi_Electrica,2.0,77.70158952048897,-1.0,18.39670598806575
1,EV_B10_C002_Mototaxi_Electrica,1.0,77.70158952048897,-1.0,18.39670598806575
1,EV_B10_C002_Mototaxi_Electrica,0.0,77.70158952048897,-1.0,18.39670598806575
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B10_C002_Mototaxi_Electrica,-1.0,-0.1,7.0,32.30717290936969
1,EV_B10_C002_Mototaxi_Electrica,7.0,82.55562030108092,-1.0,32.30717290936969
1,EV_B10_C002_Mototaxi_Electrica,6.0,82.55562030108092,-1.0,32.30717290936969
1,EV_B10_C002_Mototaxi_Electrica,5.0,82.55562030108092,-1.0,32.30717290936969
1,EV_B10_C002_Mototaxi_Electrica,4.0,82.55562030108092,-1.0,32.30717290936969
1,EV_B10_C002_Mototaxi_Electrica,3.0,82.55562030108092,-1.0,32.30717290936969
1,EV_B10_C002_Mototaxi_Electrica,2.0,82.55562030108092,-1.0,32.30717290936969
1,EV_B10_C002_Mototaxi_Electrica,1.0,82.55562030108092,-1.0,32.30717290936969
1,EV_B10_C002_Mototaxi_Electrica,0.0,82.55562030108092,-1.0,32.30717290936969
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B10_C002_Mototaxi_Electrica,-1.0,-0.1,8.0,34.65023524200071
1,EV_B10_C002_Mototaxi_Electrica,7.0,74.53821291461364,-1.0,34.65023524200071
1,EV_B10_C002_Mototaxi_Electrica,6.0,74.53821291461364,-1.0,34.65023524200071
1,EV_B10_C002_Mototaxi_Electrica,5.0,74.53821291461364,-1.0,34.65023524200071
1,EV_B10_C002_Mototaxi_Electrica,4.0,74.53821291461364,-1.0,34.65023524200071
1,EV_B10_C002_Mototaxi_Electrica,3.0,74.53821291461364,-1.0,34.65023524200071
1,EV_B10_C002_Mototaxi_Electrica,2.0,74.53821291461364,-1.0,34.65023524200071
1,EV_B10_C002_Mototaxi_Electrica,1.0,74.53821291461364,-1.0,34.65023524200071
1,EV_B10_C002_Mototaxi_Electrica,0.0,74.53821291461364,-1.0,34.65023524200071
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B10_C002_Mototaxi_Electrica,-1.0,-0.1,9.0,30.754469753773854
1,EV_B10_C002_Mototaxi_Electrica,6.0,70.47229257005976,-1.0,30.754469753773854
1,EV_B10_C002_Mototaxi_Electrica,5.0,70.47229257005976,-1.0,30.754469753773854
1,EV_B10_C002_Mototaxi_Electrica,4.0,70.47229257005976,-1.0,30.754469753773854
1,EV_B10_C002_Mototaxi_Electrica,3.0,70.47229257005976,-1.0,30.754469753773854
1,EV_B10_C002_Mototaxi_Electrica,2.0,70.47229257005976,-1.0,30.754469753773854
1,EV_B10_C002_Mototaxi_Electrica,1.0,70.47229257005976,-1.0,30.754469753773854
1,EV_B10_C002_Mototaxi_Electrica,0.0,70.47229257005976,-1.0,30.754469753773854
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B10_C002_Mototaxi_Electrica,-1.0,-0.1,10.0,26.06614515552578
1,EV_B10_C002_Mototaxi_Electrica,5.0,85.66446738677674,-1.0,26.06614515552578
1,EV_B10_C002_Mototaxi_Electrica,4.0,85.66446738677674,-1.0,26.06614515552578
1,EV_B10_C002_Mototaxi_Electrica,3.0,85.66446738677674,-1.0,26.06614515552578
1,EV_B10_C002_Mototaxi_Electrica,2.0,85.66446738677674,-1.0,26.06614515552578
1,EV_B10_C002_Mototaxi_Electrica,1.0,85.66446738677674,-1.0,26.06614515552578
1,EV_B10_C002_Mototaxi_Electrica,0.0,85.66446738677674,-1.0,26.06614515552578
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B10_C002_Mototaxi_Electrica,-1.0,-0.1,9.0,49.82516539063431
1,EV_B10_C002_Mototaxi_Electrica,6.0,89.67717367937797,-1.0,49.82516539063431
1,EV_B10_C002_Mototaxi_Electrica,5.0,89.67717367937797,-1.0,49.82516539063431
1,EV_B10_C002_Mototaxi_Electrica,4.0,89.67717367937797,-1.0,49.82516539063431
1,EV_B10_C002_Mototaxi_Electrica,3.0,89.67717367937797,-1.0,49.82516539063431
1,EV_B10_C002_Mototaxi_Electrica,2.0,89.67717367937797,-1.0,49.82516539063431
1,EV_B10_C002_Mototaxi_Electrica,1.0,89.67717367937797,-1.0,49.82516539063431
1,EV_B10_C002_Mototaxi_Electrica,0.0,89.67717367937797,-1.0,49.82516539063431
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B10_C002_Mototaxi_Electrica,-1.0,-0.1,7.0,53.30226012886889
1,EV_B10_C002_Mototaxi_Electrica,8.0,84.48997830282434,-1.0,53.30226012886889
1,EV_B10_C002_Mototaxi_Electrica,7.0,84.48997830282434,-1.0,53.30226012886889
1,EV_B10_C002_Mototaxi_Electrica,6.0,84.48997830282434,-1.0,53.30226012886889
1,EV_B10_C002_Mototaxi_Electrica,5.0,84.48997830282434,-1.0,53.30226012886889
1,EV_B10_C002_Mototaxi_Electrica,4.0,84.48997830282434,-1.0,53.30226012886889
1,EV_B10_C002_Mototaxi_Electrica,3.0,84.48997830282434,-1.0,53.30226012886889
1,EV_B10_C002_Mototaxi_Electrica,2.0,84.48997830282434,-1.0,53.30226012886889
